subject,block,trial,mu1,mu2,choice,reward,RT
1,8,4,0,0,2,0,298
1,8,5,0,0,2,0,391
1,8,6,0,0,2,0,271
1,8,7,0,0,2,0,695
1,8,8,0,0,2,0,231
1,8,9,0,0,2,0,359
1,8,10,0,0,2,0,309
1,9,1,2,0,1,2,708
1,9,2,2,0,1,3,335
1,9,3,2,0,1,4,415
1,9,4,2,0,1,1,359
1,9,5,2,0,1,1,327
1,9,6,2,0,1,2,367
1,9,7,2,0,1,2,381
1,9,8,2,0,1,2,359
1,9,9,2,0,1,-1,383
1,9,10,2,0,1,2,431
1,10,1,0,0,1,1,608
1,10,2,0,0,1,0,310
1,10,3,0,0,1,0,317
1,10,4,0,0,1,1,358
1,10,5,0,0,1,-1,415
1,10,6,0,0,1,-2,351
1,10,7,0,0,1,1,335
1,10,8,0,0,1,2,321
1,10,9,0,0,1,1,311
1,10,10,0,0,2,0,415
1,11,1,-2,0,1,-4,816
1,11,2,-2,0,2,0,278
1,11,3,-2,0,2,0,303
1,11,4,-2,0,2,0,345
1,11,5,-2,0,2,0,298
1,11,6,-2,0,2,0,303
1,11,7,-2,0,2,0,311
1,11,8,-2,0,2,0,404
1,11,9,-2,0,2,0,324
1,11,10,-2,0,2,0,279
1,12,1,0,0,1,2,719
1,12,2,0,0,1,2,289
1,12,3,0,0,1,1,319
1,12,4,0,0,1,1,312
1,12,5,0,0,1,0,343
1,12,6,0,0,1,1,332
1,12,7,0,0,1,1,3
1,12,8,0,0,1,0,327
1,12,9,0,0,1,0,399
1,12,10,0,0,1,0,385
1,13,1,2,0,1,1,573
1,13,2,2,0,1,2,320
1,13,3,2,0,1,2,351
1,13,4,2,0,1,2,336
1,13,5,2,0,1,2,336
1,13,6,2,0,1,3,353
1,13,7,2,0,1,2,336
1,13,8,2,0,1,3,335
1,13,9,2,0,1,2,377
1,13,10,2,0,1,1,358
1,14,1,0,0,1,1,471
1,14,2,0,0,1,-1,296
1,14,3,0,0,1,0,328
1,14,4,0,0,1,0,350
1,14,5,0,0,1,0,334
1,14,6,0,0,1,-1,327
1,14,7,0,0,1,1,286
1,14,8,0,0,1,-1,320
1,14,9,0,0,1,0,319
1,14,10,0,0,1,0,358
1,15,1,2,0,1,2,519
1,15,2,2,0,1,3,302
1,15,3,2,0,1,2,360
1,15,4,2,0,1,0,294
1,15,5,2,0,1,4,319
1,15,6,2,0,1,2,351
1,15,7,2,0,1,1,360
1,15,8,2,0,1,2,319
1,15,9,2,0,1,4,424
1,15,10,2,0,1,2,423
1,16,1,-1,0,1,-1,503
1,16,2,-1,0,2,0,664
1,16,3,-1,0,2,0,295
1,16,4,-1,0,2,0,302
1,16,5,-1,0,2,0,279
1,16,6,-1,0,2,0,295
1,16,7,-1,0,2,0,296
1,16,8,-1,0,2,0,295
1,16,9,-1,0,2,0,311
1,16,10,-1,0,2,0,344
1,17,1,-2,0,1,-1,687
1,17,2,-2,0,2,0,297
1,17,3,-2,0,2,0,329
1,17,4,-2,0,2,0,366
1,17,5,-2,0,2,0,343
1,17,6,-2,0,2,0,303
1,17,7,-2,0,2,0,296
1,17,8,-2,0,2,0,319
1,17,9,-2,0,2,0,303
1,17,10,-2,0,2,0,335
1,18,1,-1,0,1,-1,408
1,18,2,-1,0,2,0,818
1,18,3,-1,0,2,0,281
1,18,4,-1,0,2,0,296
1,18,5,-1,0,2,0,297
1,18,6,-1,0,2,0,311
1,18,7,-1,0,2,0,304
1,18,8,-1,0,2,0,519
1,18,9,-1,0,2,0,329
1,18,10,-1,0,2,0,334
1,19,1,2,0,1,3,464
1,19,2,2,0,1,2,335
1,19,3,2,0,1,2,318
1,19,4,2,0,1,0,376
1,19,5,2,0,1,0,361
1,19,6,2,0,1,3,661
1,19,7,2,0,1,2,399
1,19,8,2,0,1,3,311
1,19,9,2,0,1,3,354
1,19,10,2,0,1,1,738
1,20,1,-1,0,1,-2,561
1,20,2,-1,0,2,0,302
1,20,3,-1,0,2,0,295
1,20,4,-1,0,2,0,362
1,20,5,-1,0,2,0,335
1,20,6,-1,0,2,0,303
1,20,7,-1,0,2,0,351
1,20,8,-1,0,2,0,303
1,20,9,-1,0,2,0,331
1,20,10,-1,0,2,0,351
2,1,1,0,0,1,-1,1722
2,1,2,0,0,1,0,1325
2,1,3,0,0,1,-1,1279
2,1,4,0,0,1,0,1200
2,1,5,0,0,2,0,767
2,1,6,0,0,1,2,872
2,1,7,0,0,1,0,1183
2,1,8,0,0,1,-2,1112
2,1,9,0,0,2,0,871
2,1,10,0,0,1,3,567
2,2,1,-2,0,1,-3,968
2,2,2,-2,0,2,0,504
2,2,3,-2,0,1,-3,447
2,2,4,-2,0,2,0,637
2,2,5,-2,0,1,0,503
2,2,6,-2,0,1,-2,511
2,2,7,-2,0,1,0,632
2,2,8,-2,0,1,-1,543
2,2,9,-2,0,2,0,1632
2,2,10,-2,0,2,0,887
2,3,1,1,0,1,1,784
2,3,2,1,0,1,0,424
2,3,3,1,0,1,2,448
2,3,4,1,0,1,1,416
2,3,5,1,0,1,3,449
2,3,6,1,0,1,3,447
2,3,7,1,0,1,2,463
2,3,8,1,0,1,0,471
2,3,9,1,0,1,-1,503
2,3,10,1,0,1,2,495
2,4,1,0,0,1,1,680
2,4,2,0,0,1,-1,415
2,4,3,0,0,1,0,431
2,4,4,0,0,1,-2,432
2,4,5,0,0,1,0,422
2,4,6,0,0,1,2,415
2,4,7,0,0,1,0,448
2,4,8,0,0,1,-2,424
2,4,9,0,0,1,0,439
2,4,10,0,0,1,-1,423
2,5,1,1,0,1,0,560
2,5,2,1,0,1,2,503
2,5,3,1,0,1,1,383
2,5,4,1,0,1,2,399
2,5,5,1,0,1,1,423
2,5,6,1,0,1,1,415
2,5,7,1,0,1,0,431
2,5,8,1,0,1,0,415
2,5,9,1,0,1,1,439
2,5,10,1,0,1,1,451
2,6,1,3,0,1,1,682
2,6,2,3,0,1,3,376
2,6,3,3,0,1,2,384
2,6,4,3,0,1,5,391
2,6,5,3,0,1,4,399
2,6,6,3,0,1,4,372
2,6,7,3,0,1,2,382
2,6,8,3,0,1,4,439
2,6,9,3,0,1,3,423
2,6,10,3,0,1,3,391
2,7,1,0,0,1,1,664
2,7,2,0,0,1,-2,366
2,7,3,0,0,1,1,344
2,7,4,0,0,1,0,375
2,7,5,0,0,1,1,391
2,7,6,0,0,1,0,344
2,7,7,0,0,1,0,368
2,7,8,0,0,1,0,375
2,7,9,0,0,1,0,352
2,7,10,0,0,1,0,352
2,8,1,0,0,1,0,736
2,8,2,0,0,1,-1,375
2,8,3,0,0,1,1,463
2,8,4,0,0,1,0,384
2,8,5,0,0,1,-1,343
2,8,6,0,0,1,1,343
2,8,7,0,0,1,0,341
2,8,8,0,0,1,1,327
2,8,9,0,0,1,0,367
2,8,10,0,0,1,-2,367
2,9,1,1,0,1,0,608
2,9,2,1,0,1,1,367
2,9,3,1,0,1,2,359
2,9,4,1,0,1,1,383
2,9,5,1,0,1,1,359
2,9,6,1,0,1,0,391
2,9,7,1,0,1,2,397
2,9,8,1,0,1,1,367
2,9,9,1,0,1,2,360
2,9,10,1,0,1,2,368
2,10,1,0,0,1,0,535
2,10,2,0,0,1,-1,376
2,10,3,0,0,1,0,407
2,10,4,0,0,1,-1,343
2,10,5,0,0,1,-1,359
2,10,6,0,0,1,1,583
2,10,7,0,0,1,0,483
2,10,8,0,0,2,0,367
2,10,9,0,0,2,0,399
2,10,10,0,0,2,0,383
2,11,1,-2,0,1,-2,576
2,11,2,-2,0,1,-1,408
2,11,3,-2,0,2,0,384
2,11,4,-2,0,1,-2,592
2,11,5,-2,0,2,0,392
2,11,6,-2,0,2,0,352
2,11,7,-2,0,2,0,351
2,11,8,-2,0,2,0,359
2,11,9,-2,0,2,0,375
2,11,10,-2,0,2,0,367
2,12,1,2,0,1,3,584
2,12,2,2,0,1,3,343
2,12,3,2,0,1,2,375
2,12,4,2,0,1,2,335
2,12,5,2,0,1,3,367
2,12,6,2,0,1,3,376
2,12,7,2,0,1,2,343
2,12,8,2,0,1,3,375
2,12,9,2,0,1,3,359
2,12,10,2,0,1,3,359
2,13,1,0,0,1,0,552
2,13,2,0,0,1,1,344
2,13,3,0,0,1,-1,328
2,13,4,0,0,1,0,352
2,13,5,0,0,1,0,327
2,13,6,0,0,1,0,335
2,13,7,0,0,1,-1,360
2,13,8,0,0,1,0,351
2,13,9,0,0,1,-1,335
2,13,10,0,0,1,2,359
2,14,1,0,0,1,-2,496
2,14,2,0,0,2,0,879
2,14,3,0,0,2,0,351
2,14,4,0,0,2,0,327
2,14,5,0,0,2,0,319
2,14,6,0,0,2,0,319
2,14,7,0,0,2,0,343
2,14,8,0,0,2,0,311
2,14,9,0,0,2,0,334
2,14,10,0,0,2,0,328
2,15,1,1,0,1,1,640
2,15,2,1,0,1,2,344
2,15,3,1,0,1,0,335
2,15,4,1,0,1,0,328
2,15,5,1,0,1,3,335
2,15,6,1,0,1,3,344
2,15,7,1,0,1,1,335
2,15,8,1,0,1,1,367
2,15,9,1,0,1,4,351
2,15,10,1,0,1,0,407
2,16,1,1,0,1,-1,584
2,16,2,1,0,1,1,431
2,16,3,1,0,1,3,367
2,16,4,1,0,1,1,311
2,16,5,1,0,1,1,320
2,16,6,1,0,1,0,327
2,16,7,1,0,1,0,383
2,16,8,1,0,1,2,352
2,16,9,1,0,1,0,320
2,16,10,1,0,1,3,327
2,17,1,0,0,1,1,543
2,17,2,0,0,1,0,352
2,17,3,0,0,1,0,360
2,17,4,0,0,1,2,333
2,17,5,0,0,1,1,296
2,17,6,0,0,1,-2,327
2,17,7,0,0,1,0,319
2,17,8,0,0,1,1,319
2,17,9,0,0,1,0,335
2,17,10,0,0,1,1,311
2,18,1,0,0,1,0,496
2,18,2,0,0,1,1,319
2,18,3,0,0,1,0,327
2,18,4,0,0,1,0,311
2,18,5,0,0,1,0,319
2,18,6,0,0,1,1,336
2,18,7,0,0,1,0,294
2,18,8,0,0,1,0,303
2,18,9,0,0,1,-1,335
2,18,10,0,0,1,0,297
2,19,1,-1,0,1,1,568
2,19,2,-1,0,1,-2,360
2,19,3,-1,0,1,0,392
2,19,4,-1,0,1,-2,336
2,19,5,-1,0,1,0,399
2,19,6,-1,0,2,0,1039
2,19,7,-1,0,2,0,383
2,19,8,-1,0,2,0,367
2,19,9,-1,0,2,0,311
2,19,10,-1,0,2,0,310
2,20,1,0,0,1,0,816
2,20,2,0,0,1,2,639
2,20,3,0,0,1,0,495
2,20,4,0,0,1,0,335
2,20,5,0,0,1,-2,319
2,20,6,0,0,1,0,358
2,20,7,0,0,1,0,328
2,20,8,0,0,1,0,353
2,20,9,0,0,1,-1,294
2,20,10,0,0,1,0,319
3,1,1,1,0,1,-1,1140
3,1,2,1,0,2,0,1002
3,1,3,1,0,1,0,543
3,1,4,1,0,1,1,511
3,1,5,1,0,1,0,495
3,1,6,1,0,1,0,679
3,1,7,1,0,2,0,534
3,1,8,1,0,1,0,448
3,1,9,1,0,1,0,495
3,1,10,1,0,1,2,544
3,2,1,1,0,1,2,746
3,2,2,1,0,1,1,615
3,2,3,1,0,1,1,609
3,2,4,1,0,1,1,511
3,2,5,1,0,1,2,504
3,2,6,1,0,1,1,512
3,2,7,1,0,1,0,464
3,2,8,1,0,1,1,399
3,2,9,1,0,1,1,432
3,2,10,1,0,1,0,423
3,3,1,1,0,2,0,518
3,3,2,1,0,1,1,415
3,3,3,1,0,1,0,407
3,3,4,1,0,1,1,455
3,3,5,1,0,1,1,414
3,3,6,1,0,1,2,424
3,3,7,1,0,1,1,407
3,3,8,1,0,1,2,464
3,3,9,1,0,1,1,447
3,3,10,1,0,1,2,414
3,4,1,0,0,1,-1,552
3,4,2,0,0,1,0,413
3,4,3,0,0,1,0,399
3,4,4,0,0,1,2,417
3,4,5,0,0,1,0,431
3,4,6,0,0,1,-2,411
3,4,7,0,0,1,0,415
3,4,8,0,0,1,0,383
3,4,9,0,0,1,1,400
3,4,10,0,0,1,0,374
3,5,1,-1,0,1,-1,584
3,5,2,-1,0,1,-1,416
3,5,3,-1,0,2,0,543
3,5,4,-1,0,2,0,399
3,5,5,-1,0,1,0,357
3,5,6,-1,0,1,-2,373
3,5,7,-1,0,2,0,464
3,5,8,-1,0,2,0,511
3,5,9,-1,0,2,0,1007
3,5,10,-1,0,1,0,951
3,6,1,-2,0,1,-2,441
3,6,2,-2,0,1,-2,431
3,6,3,-2,0,1,-3,400
3,6,4,-2,0,2,0,415
3,6,5,-2,0,2,0,401
3,6,6,-2,0,2,0,393
3,6,7,-2,0,2,0,440
3,6,8,-2,0,2,0,455
3,6,9,-2,0,2,0,503
3,6,10,-2,0,1,-4,503
3,7,1,2,0,1,3,552
3,7,2,2,0,1,1,415
3,7,3,2,0,1,1,396
3,7,4,2,0,1,2,368
3,7,5,2,0,1,3,448
3,7,6,2,0,1,2,431
3,7,7,2,0,1,3,488
3,7,8,2,0,1,2,495
3,7,9,2,0,1,2,632
3,7,10,2,0,1,2,503
3,8,1,-1,0,1,-1,400
3,8,2,-1,0,2,0,310
3,8,3,-1,0,1,-1,400
3,8,4,-1,0,2,0,335
3,8,5,-1,0,2,0,392
3,8,6,-1,0,2,0,334
3,8,7,-1,0,1,-2,426
3,8,8,-1,0,2,0,375
3,8,9,-1,0,2,0,359
3,8,10,-1,0,2,0,352
3,9,1,0,0,1,-2,648
3,9,2,0,0,2,0,481
3,9,3,0,0,1,0,383
3,9,4,0,0,2,0,415
3,9,5,0,0,1,1,359
3,9,6,0,0,2,0,471
3,9,7,0,0,1,-1,416
3,9,8,0,0,2,0,399
3,9,9,0,0,1,-1,359
3,9,10,0,0,2,0,311
3,10,1,2,0,1,2,488
3,10,2,2,0,1,3,398
3,10,3,2,0,1,1,402
3,10,4,2,0,1,2,360
3,10,5,2,0,1,4,352
3,10,6,2,0,1,0,376
3,10,7,2,0,1,2,431
3,10,8,2,0,1,3,414
3,10,9,2,0,1,1,416
3,10,10,2,0,1,1,393
3,11,1,1,0,1,0,672
3,11,2,1,0,2,0,415
3,11,3,1,0,1,1,367
3,11,4,1,0,1,1,343
3,11,5,1,0,1,2,374
3,11,6,1,0,1,1,336
3,11,7,1,0,1,1,360
3,11,8,1,0,1,1,480
3,11,9,1,0,1,2,357
3,11,10,1,0,1,2,376
3,12,1,2,0,1,3,728
3,12,2,2,0,1,3,327
3,12,3,2,0,1,1,542
3,12,4,2,0,1,2,3567
3,12,5,2,0,1,2,375
3,12,6,2,0,1,1,487
3,12,7,2,0,1,2,376
3,12,8,2,0,1,3,343
3,12,9,2,0,1,1,359
3,12,10,2,0,1,2,399
3,13,1,-3,0,1,-3,570
3,13,2,-3,0,2,0,374
3,13,3,-3,0,1,-4,887
3,13,4,-3,0,2,0,328
3,13,5,-3,0,2,0,311
3,13,6,-3,0,2,0,343
3,13,7,-3,0,2,0,304
3,13,8,-3,0,2,0,322
3,13,9,-3,0,2,0,342
3,13,10,-3,0,1,-4,328
3,14,1,0,0,1,0,762
3,14,2,0,0,1,-1,296
3,14,3,0,0,2,0,496
3,14,4,0,0,1,-1,376
3,14,5,0,0,2,0,336
3,14,6,0,0,2,0,352
3,14,7,0,0,2,0,344
3,14,8,0,0,2,0,312
3,14,9,0,0,2,0,335
3,14,10,0,0,1,1,360
3,15,1,0,0,1,0,690
3,15,2,0,0,1,-1,311
3,15,3,0,0,2,0,407
3,15,4,0,0,1,-1,344
3,15,5,0,0,2,0,343
3,15,6,0,0,2,0,384
3,15,7,0,0,1,0,393
3,15,8,0,0,1,0,359
3,15,9,0,0,1,2,376
3,15,10,0,0,1,-2,391
3,16,1,0,0,1,3,793
3,16,2,0,0,1,-1,336
3,16,3,0,0,1,0,407
3,16,4,0,0,1,1,3792
3,16,5,0,0,1,0,332
3,16,6,0,0,1,2,367
3,16,7,0,0,1,0,352
3,16,8,0,0,1,0,422
3,16,9,0,0,1,-1,354
3,16,10,0,0,1,0,423
3,17,1,2,0,1,3,528
3,17,2,2,0,1,3,385
3,17,3,2,0,1,3,345
3,17,4,2,0,1,2,359
3,17,5,2,0,1,1,1375
3,17,6,2,0,1,4,376
3,17,7,2,0,1,1,328
3,17,8,2,0,1,3,385
3,17,9,2,0,1,0,392
3,17,10,2,0,1,3,447
3,18,1,0,0,1,1,633
3,18,2,0,0,1,2,327
3,18,3,0,0,1,-1,344
3,18,4,0,0,1,0,351
3,18,5,0,0,1,-1,359
3,18,6,0,0,1,0,352
3,18,7,0,0,1,-2,369
3,18,8,0,0,2,0,399
3,18,9,0,0,2,0,343
3,18,10,0,0,1,1,402
3,19,1,0,0,1,1,537
3,19,2,0,0,1,0,313
3,19,3,0,0,1,-2,1280
3,19,4,0,0,1,0,360
3,19,5,0,0,1,1,328
3,19,6,0,0,1,-1,351
3,19,7,0,0,2,0,455
3,19,8,0,0,2,0,359
3,19,9,0,0,1,-3,416
3,19,10,0,0,2,0,350
3,20,1,0,0,1,-1,528
3,20,2,0,0,1,1,319
3,20,3,0,0,1,1,352
3,20,4,0,0,1,-1,368
3,20,5,0,0,1,0,351
3,20,6,0,0,1,0,408
3,20,7,0,0,2,0,391
3,20,8,0,0,1,-1,424
3,20,9,0,0,2,0,449
3,20,10,0,0,1,2,414
4,1,1,0,0,2,0,3371
4,1,2,0,0,1,0,682
4,1,3,0,0,1,0,737
4,1,4,0,0,2,0,594
4,1,5,0,0,2,0,1296
4,1,6,0,0,2,0,682
4,1,7,0,0,2,0,694
4,1,8,0,0,1,-1,550
4,1,9,0,0,2,0,545
4,1,10,0,0,2,0,838
4,2,1,0,0,1,1,653
4,2,2,0,0,1,0,598
4,2,3,0,0,1,-2,558
4,2,4,0,0,2,0,551
4,2,5,0,0,2,0,623
4,2,6,0,0,2,0,844
4,2,7,0,0,2,0,538
4,2,8,0,0,2,0,732
4,2,9,0,0,2,0,586
4,2,10,0,0,2,0,903
4,3,1,-1,0,1,-1,693
4,3,2,-1,0,1,0,439
4,3,3,-1,0,1,-1,363
4,3,4,-1,0,1,0,426
4,3,5,-1,0,1,0,392
4,3,6,-1,0,2,0,460
4,3,7,-1,0,1,2,485
4,3,8,-1,0,1,-1,426
4,3,9,-1,0,1,-2,352
4,3,10,-1,0,1,-1,318
4,4,1,1,0,1,3,586
4,4,2,1,0,1,0,449
4,4,3,1,0,2,0,384
4,4,4,1,0,2,0,370
4,4,5,1,0,2,0,464
4,4,6,1,0,2,0,380
4,4,7,1,0,2,0,377
4,4,8,1,0,2,0,390
4,4,9,1,0,2,0,412
4,4,10,1,0,2,0,377
4,5,1,0,0,1,-1,582
4,5,2,0,0,1,0,462
4,5,3,0,0,1,0,399
4,5,4,0,0,1,0,346
4,5,5,0,0,1,0,369
4,5,6,0,0,1,0,495
4,5,7,0,0,1,0,483
4,5,8,0,0,2,0,374
4,5,9,0,0,2,0,327
4,5,10,0,0,2,0,393
4,6,1,0,0,1,-1,516
4,6,2,0,0,2,0,359
4,6,3,0,0,2,0,349
4,6,4,0,0,2,0,383
4,6,5,0,0,2,0,329
4,6,6,0,0,2,0,364
4,6,7,0,0,2,0,338
4,6,8,0,0,2,0,327
4,6,9,0,0,2,0,346
4,6,10,0,0,1,1,416
4,7,1,1,0,1,1,818
4,7,2,1,0,2,0,352
4,7,3,1,0,2,0,336
4,7,4,1,0,1,0,337
4,7,5,1,0,2,0,358
4,7,6,1,0,2,0,337
4,7,7,1,0,2,0,310
4,7,8,1,0,2,0,360
4,7,9,1,0,2,0,343
4,7,10,1,0,1,1,359
4,8,1,0,0,1,1,727
4,8,2,0,0,2,0,385
4,8,3,0,0,2,0,365
4,8,4,0,0,2,0,364
4,8,5,0,0,1,2,362
4,8,6,0,0,2,0,395
4,8,7,0,0,2,0,368
4,8,8,0,0,2,0,375
4,8,9,0,0,1,1,352
4,8,10,0,0,2,0,407
4,9,1,0,0,1,0,696
4,9,2,0,0,2,0,348
4,9,3,0,0,1,1,441
4,9,4,0,0,2,0,355
4,9,5,0,0,2,0,348
4,9,6,0,0,2,0,335
4,9,7,0,0,1,1,366
4,9,8,0,0,2,0,355
4,9,9,0,0,2,0,378
4,9,10,0,0,1,0,395
4,10,1,-1,0,1,-2,560
4,10,2,-1,0,2,0,612
4,10,3,-1,0,2,0,372
4,10,4,-1,0,1,0,474
4,10,5,-1,0,1,0,389
4,10,6,-1,0,1,-1,343
4,10,7,-1,0,2,0,371
4,10,8,-1,0,1,-2,394
4,10,9,-1,0,2,0,415
4,10,10,-1,0,2,0,374
4,11,1,0,0,1,1,466
4,11,2,0,0,2,0,435
4,11,3,0,0,2,0,372
4,11,4,0,0,1,0,525
4,11,5,0,0,1,-1,427
4,11,6,0,0,2,0,440
4,11,7,0,0,1,0,444
4,11,8,0,0,1,0,361
4,11,9,0,0,1,0,580
4,11,10,0,0,1,-1,423
4,12,1,-1,0,1,0,575
4,12,2,-1,0,1,-4,349
4,12,3,-1,0,1,-2,505
4,12,4,-1,0,1,-1,539
4,12,5,-1,0,1,0,359
4,12,6,-1,0,1,-2,528
4,12,7,-1,0,1,-2,474
4,12,8,-1,0,1,-2,7376
4,12,9,-1,0,2,0,518
4,12,10,-1,0,2,0,416
4,13,1,-1,0,1,-3,484
4,13,2,-1,0,2,0,435
4,13,3,-1,0,1,0,539
4,13,4,-1,0,1,-1,369
4,13,5,-1,0,1,-2,349
4,13,6,-1,0,1,-1,351
4,13,7,-1,0,2,0,402
4,13,8,-1,0,1,-2,394
4,13,9,-1,0,2,0,605
4,13,10,-1,0,2,0,438
4,14,1,0,0,1,-1,683
4,14,2,0,0,2,0,529
4,14,3,0,0,2,0,542
4,14,4,0,0,2,0,516
4,14,5,0,0,2,0,528
4,14,6,0,0,1,-1,382
4,14,7,0,0,2,0,441
4,14,8,0,0,1,0,380
4,14,9,0,0,2,0,409
4,14,10,0,0,2,0,399
4,15,1,-1,0,1,0,678
4,15,2,-1,0,2,0,427
4,15,3,-1,0,1,0,482
4,15,4,-1,0,1,1,409
4,15,5,-1,0,2,0,491
4,15,6,-1,0,1,0,482
4,15,7,-1,0,2,0,392
4,15,8,-1,0,1,-1,382
4,15,9,-1,0,2,0,574
4,15,10,-1,0,1,-1,532
4,16,1,0,0,1,-1,796
4,16,2,0,0,2,0,487
4,16,3,0,0,1,0,416
4,16,4,0,0,2,0,435
4,16,5,0,0,1,-1,393
4,16,6,0,0,2,0,369
4,16,7,0,0,1,1,517
4,16,8,0,0,2,0,471
4,16,9,0,0,2,0,396
4,16,10,0,0,2,0,356
4,17,1,-1,0,1,-1,1223
4,17,2,-1,0,2,0,377
4,17,3,-1,0,1,-1,371
4,17,4,-1,0,2,0,359
4,17,5,-1,0,1,0,541
4,17,6,-1,0,2,0,494
4,17,7,-1,0,1,-2,427
4,17,8,-1,0,2,0,369
4,17,9,-1,0,1,1,390
4,17,10,-1,0,2,0,415
4,18,1,2,0,1,1,581
4,18,2,2,0,2,0,807
4,18,3,2,0,1,3,512
4,18,4,2,0,2,0,427
4,18,5,2,0,2,0,335
4,18,6,2,0,2,0,366
4,18,7,2,0,2,0,353
4,18,8,2,0,2,0,374
4,18,9,2,0,2,0,344
4,18,10,2,0,1,1,425
4,19,1,0,0,1,0,700
4,19,2,0,0,2,0,326
4,19,3,0,0,1,-1,379
4,19,4,0,0,2,0,371
4,19,5,0,0,1,-1,399
4,19,6,0,0,2,0,384
4,19,7,0,0,1,0,393
4,19,8,0,0,2,0,410
4,19,9,0,0,1,0,382
4,19,10,0,0,2,0,360
4,20,1,0,0,1,-3,653
4,20,2,0,0,2,0,389
4,20,3,0,0,1,0,366
4,20,4,0,0,2,0,337
4,20,5,0,0,1,1,353
4,20,6,0,0,2,0,364
4,20,7,0,0,1,-3,363
4,20,8,0,0,2,0,354
4,20,9,0,0,1,0,536
4,20,10,0,0,2,0,532
5,1,1,2,0,1,1,1557
5,1,2,2,0,2,0,1576
5,1,3,2,0,1,1,766
5,1,4,2,0,1,1,433
5,1,5,2,0,2,0,750
5,1,6,2,0,1,1,410
5,1,7,2,0,1,3,449
5,1,8,2,0,1,3,411
5,1,9,2,0,1,2,817
5,1,10,2,0,1,4,472
5,2,1,-1,0,2,0,584
5,2,2,-1,0,1,0,170
5,2,3,-1,0,2,0,414
5,2,4,-1,0,1,-2,357
5,2,5,-1,0,1,0,3433
5,2,6,-1,0,2,0,353
5,2,7,-1,0,1,-2,410
5,2,8,-1,0,2,0,451
5,2,9,-1,0,2,0,346
5,2,10,-1,0,2,0,592
5,3,1,0,0,1,-2,799
5,3,2,0,0,2,0,340
5,3,3,0,0,2,0,450
5,3,4,0,0,2,0,1100
5,3,5,0,0,2,0,430
5,3,6,0,0,2,0,420
5,3,7,0,0,1,0,395
5,3,8,0,0,1,2,189
5,3,9,0,0,1,0,360
5,3,10,0,0,1,0,485
5,4,1,-1,0,1,0,804
5,4,2,-1,0,2,0,457
5,4,3,-1,0,1,-1,424
5,4,4,-1,0,2,0,445
5,4,5,-1,0,1,0,655
5,4,6,-1,0,1,-1,237
5,4,7,-1,0,2,0,407
5,4,8,-1,0,1,0,406
5,4,9,-1,0,1,-1,897
5,4,10,-1,0,2,0,332
5,5,1,-2,0,1,-2,503
5,5,2,-2,0,2,0,365
5,5,3,-2,0,1,-3,790
5,5,4,-2,0,2,0,346
5,5,5,-2,0,1,-1,426
5,5,6,-2,0,2,0,365
