subject,block,trial,mu1,mu2,choice,reward,RT
23,8,3,-1,4,2,4,456
23,8,4,-1,4,2,3,447
23,8,5,-1,4,2,4,312
23,8,6,-1,4,1,0,319
23,8,7,-1,4,2,4,391
23,8,8,-1,4,2,4,327
23,8,9,-1,4,2,4,327
23,8,10,-1,4,2,5,335
23,9,1,10,-3,1,9,846
23,9,2,10,-3,2,-3,463
23,9,3,10,-3,1,10,414
23,9,4,10,-3,1,10,318
23,9,5,10,-3,1,10,365
23,9,6,10,-3,1,11,432
23,9,7,10,-3,1,10,456
23,9,8,10,-3,1,11,478
23,9,9,10,-3,1,10,384
23,9,10,10,-3,1,11,390
23,10,1,0,10,1,-1,456
23,10,2,0,10,2,12,398
23,10,3,0,10,2,11,326
23,10,4,0,10,2,11,343
23,10,5,0,10,2,11,383
23,10,6,0,10,2,9,368
23,10,7,0,10,2,10,344
23,10,8,0,10,2,10,432
23,10,9,0,10,2,10,382
23,10,10,0,10,2,10,399
23,11,1,5,10,1,6,503
23,11,2,5,10,1,4,326
23,11,3,5,10,2,10,333
23,11,4,5,10,2,9,334
23,11,5,5,10,2,10,358
23,11,6,5,10,2,9,357
23,11,7,5,10,2,9,359
23,11,8,5,10,2,12,311
23,11,9,5,10,2,11,315
23,11,10,5,10,2,10,341
23,12,1,-4,-1,2,-2,601
23,12,2,-4,-1,1,-5,424
23,12,3,-4,-1,2,-2,360
23,12,4,-4,-1,2,0,353
23,12,5,-4,-1,2,0,350
23,12,6,-4,-1,2,-1,383
23,12,7,-4,-1,2,-1,375
23,12,8,-4,-1,2,0,1135
23,12,9,-4,-1,2,-2,406
23,12,10,-4,-1,2,-2,393
23,13,1,0,8,1,0,639
23,13,2,0,8,2,7,646
23,13,3,0,8,2,9,463
23,13,4,0,8,2,6,317
23,13,5,0,8,2,8,367
23,13,6,0,8,2,8,376
23,13,7,0,8,2,9,411
23,13,8,0,8,2,9,368
23,13,9,0,8,2,7,351
23,13,10,0,8,2,8,393
23,14,1,-7,3,1,-8,721
23,14,2,-7,3,2,2,327
23,14,3,-7,3,2,3,342
23,14,4,-7,3,2,4,375
23,14,5,-7,3,2,2,370
23,14,6,-7,3,2,5,367
23,14,7,-7,3,2,5,345
23,14,8,-7,3,2,3,359
23,14,9,-7,3,2,4,360
23,14,10,-7,3,2,4,334
23,15,1,-2,-3,2,-2,500
23,15,2,-2,-3,1,-1,384
23,15,3,-2,-3,1,-1,343
23,15,4,-2,-3,1,-2,425
23,15,5,-2,-3,1,-1,407
23,15,6,-2,-3,2,-4,347
23,15,7,-2,-3,1,-2,382
23,15,8,-2,-3,1,-4,385
23,15,9,-2,-3,1,-2,1183
23,15,10,-2,-3,1,-1,463
23,16,1,2,3,1,3,395
23,16,2,2,3,2,2,1033
23,16,3,2,3,2,2,1191
23,16,4,2,3,1,3,399
23,16,5,2,3,1,2,429
23,16,6,2,3,2,1,1119
23,16,7,2,3,1,1,416
23,16,8,2,3,1,3,351
23,16,9,2,3,2,2,390
23,16,10,2,3,2,3,341
23,17,1,-9,4,1,-10,544
23,17,2,-9,4,2,2,335
23,17,3,-9,4,2,5,334
23,17,4,-9,4,2,3,359
23,17,5,-9,4,2,2,359
23,17,6,-9,4,2,3,331
23,17,7,-9,4,2,3,391
23,17,8,-9,4,2,4,391
23,17,9,-9,4,2,3,391
23,17,10,-9,4,2,4,357
23,18,1,5,6,2,5,544
23,18,2,5,6,1,7,703
23,18,3,5,6,1,5,487
23,18,4,5,6,2,8,503
23,18,5,5,6,2,7,373
23,18,6,5,6,2,5,357
23,18,7,5,6,2,7,381
23,18,8,5,6,1,7,367
23,18,9,5,6,1,4,398
23,18,10,5,6,1,6,391
23,19,1,1,-11,2,-12,768
23,19,2,1,-11,1,1,942
23,19,3,1,-11,1,2,383
23,19,4,1,-11,1,3,344
23,19,5,1,-11,1,1,431
23,19,6,1,-11,1,3,374
23,19,7,1,-11,1,0,383
23,19,8,1,-11,1,1,429
23,19,9,1,-11,1,2,400
23,19,10,1,-11,1,1,347
23,20,1,-11,-10,1,-9,432
23,20,2,-11,-10,2,-10,1062
23,20,3,-11,-10,1,-10,479
23,20,4,-11,-10,1,-12,359
23,20,5,-11,-10,2,-12,1135
23,20,6,-11,-10,2,-9,431
23,20,7,-11,-10,2,-11,416
23,20,8,-11,-10,1,-12,366
23,20,9,-11,-10,1,-11,349
23,20,10,-11,-10,1,-12,411
24,1,1,12,6,1,12,945
24,1,2,12,6,2,5,492
24,1,3,12,6,2,6,391
24,1,4,12,6,1,13,783
24,1,5,12,6,1,11,391
24,1,6,12,6,1,14,375
24,1,7,12,6,1,13,416
24,1,8,12,6,1,12,422
24,1,9,12,6,1,10,416
24,1,10,12,6,1,13,375
24,2,1,-4,-5,2,-3,576
24,2,2,-4,-5,1,-1,574
24,2,3,-4,-5,1,-1,464
24,2,4,-4,-5,1,-3,326
24,2,5,-4,-5,2,-4,575
24,2,6,-4,-5,1,-5,423
24,2,7,-4,-5,2,-6,496
24,2,8,-4,-5,1,-4,319
24,2,9,-4,-5,1,-4,343
24,2,10,-4,-5,1,-3,399
24,3,1,14,-8,1,14,640
24,3,2,14,-8,1,12,408
24,3,3,14,-8,1,13,350
24,3,4,14,-8,1,15,600
24,3,5,14,-8,1,14,375
24,3,6,14,-8,1,14,375
24,3,7,14,-8,1,15,384
24,3,8,14,-8,1,15,327
24,3,9,14,-8,1,13,382
24,3,10,14,-8,1,14,1175
24,4,1,-15,9,2,8,640
24,4,2,-15,9,2,9,422
24,4,3,-15,9,1,-16,431
24,4,4,-15,9,2,8,401
24,4,5,-15,9,2,7,335
24,4,6,-15,9,2,10,407
24,4,7,-15,9,2,10,367
24,4,8,-15,9,2,10,326
24,4,9,-15,9,2,9,351
24,4,10,-15,9,2,9,336
24,5,1,3,7,2,6,735
24,5,2,3,7,1,7,423
24,5,3,3,7,1,2,376
24,5,4,3,7,2,6,345
24,5,5,3,7,2,6,342
24,5,6,3,7,2,7,399
24,5,7,3,7,2,9,382
24,5,8,3,7,2,6,1172
24,5,9,3,7,2,6,463
24,5,10,3,7,2,7,397
24,6,1,-7,-8,2,-7,8200
24,6,2,-7,-8,1,-8,586
24,6,3,-7,-8,2,-8,471
24,6,4,-7,-8,1,-7,423
24,6,5,-7,-8,1,-7,367
24,6,6,-7,-8,1,-6,295
24,6,7,-7,-8,1,-7,344
24,6,8,-7,-8,1,-8,975
24,6,9,-7,-8,1,-8,326
24,6,10,-7,-8,1,-7,1031
24,7,1,-1,-10,2,-10,528
24,7,2,-1,-10,1,-2,496
24,7,3,-1,-10,2,-10,375
24,7,4,-1,-10,1,-1,383
24,7,5,-1,-10,1,-1,310
24,7,6,-1,-10,1,-1,455
24,7,7,-1,-10,1,-1,343
24,7,8,-1,-10,1,-1,367
24,7,9,-1,-10,1,-1,370
24,7,10,-1,-10,1,-1,327
24,8,1,-13,2,1,-11,1008
24,8,2,-13,2,2,3,428
24,8,3,-13,2,2,3,384
24,8,4,-13,2,2,3,343
24,8,5,-13,2,2,2,365
24,8,6,-13,2,2,2,479
24,8,7,-13,2,2,3,357
24,8,8,-13,2,2,1,383
24,8,9,-13,2,2,0,423
24,8,10,-13,2,2,2,463
24,9,1,-3,-2,2,-1,520
24,9,2,-3,-2,1,-3,423
24,9,3,-3,-2,2,1,362
24,9,4,-3,-2,2,-3,351
24,9,5,-3,-2,2,-1,359
24,9,6,-3,-2,2,-3,398
24,9,7,-3,-2,2,-3,391
24,9,8,-3,-2,2,-3,383
24,9,9,-3,-2,2,-4,360
24,9,10,-3,-2,2,-3,1190
24,10,1,9,-4,1,7,814
24,10,2,9,-4,1,8,639
24,10,3,9,-4,1,11,384
24,10,4,9,-4,1,9,368
24,10,5,9,-4,1,11,392
24,10,6,9,-4,1,10,383
24,10,7,9,-4,1,8,368
24,10,8,9,-4,1,7,375
24,10,9,9,-4,1,9,409
24,10,10,9,-4,1,9,334
24,11,1,13,2,2,3,704
24,11,2,13,2,2,2,888
24,11,3,13,2,2,4,351
24,11,4,13,2,2,2,351
24,11,5,13,2,2,1,335
24,11,6,13,2,2,3,351
24,11,7,13,2,2,4,376
24,11,8,13,2,2,3,384
24,11,9,13,2,2,3,364
24,11,10,13,2,2,5,336
24,12,1,-6,-5,2,-5,519
24,12,2,-6,-5,1,-6,399
24,12,3,-6,-5,1,-5,366
24,12,4,-6,-5,1,-6,350
24,12,5,-6,-5,1,-5,367
24,12,6,-6,-5,1,-4,369
24,12,7,-6,-5,1,-5,357
24,12,8,-6,-5,1,-5,358
24,12,9,-6,-5,1,-5,383
24,12,10,-6,-5,1,-6,391
24,13,1,-7,11,2,11,464
24,13,2,-7,11,2,10,304
24,13,3,-7,11,2,12,336
24,13,4,-7,11,2,11,327
24,13,5,-7,11,2,9,351
24,13,6,-7,11,2,10,310
24,13,7,-7,11,2,12,335
24,13,8,-7,11,2,11,399
24,13,9,-7,11,2,12,335
24,13,10,-7,11,2,9,334
24,14,1,0,9,2,8,592
24,14,2,0,9,2,8,343
24,14,3,0,9,2,9,329
24,14,4,0,9,2,10,318
24,14,5,0,9,2,10,310
24,14,6,0,9,2,9,336
24,14,7,0,9,2,9,303
24,14,8,0,9,2,8,310
24,14,9,0,9,2,10,312
24,14,10,0,9,2,9,327
24,15,1,4,3,2,3,545
24,15,2,4,3,2,4,319
24,15,3,4,3,2,2,351
24,15,4,4,3,2,3,296
24,15,5,4,3,2,3,320
24,15,6,4,3,2,3,350
24,15,7,4,3,2,3,325
24,15,8,4,3,2,3,311
24,15,9,4,3,2,2,336
24,15,10,4,3,2,3,334
24,16,1,8,-3,2,-2,462
24,16,2,8,-3,1,10,383
24,16,3,8,-3,1,8,319
24,16,4,8,-3,1,9,471
24,16,5,8,-3,1,7,369
24,16,6,8,-3,1,9,415
24,16,7,8,-3,1,8,1055
24,16,8,8,-3,1,8,368
24,16,9,8,-3,1,8,335
24,16,10,8,-3,1,7,391
24,17,1,8,-12,2,-11,369
24,17,2,8,-12,1,9,486
24,17,3,8,-12,1,7,367
24,17,4,8,-12,1,8,358
24,17,5,8,-12,1,8,334
24,17,6,8,-12,1,8,376
24,17,7,8,-12,1,9,559
24,17,8,8,-12,1,8,447
24,17,9,8,-12,1,7,351
24,17,10,8,-12,1,8,353
24,18,1,-4,-5,2,-5,424
24,18,2,-4,-5,1,-4,399
24,18,3,-4,-5,2,-4,407
24,18,4,-4,-5,1,-5,367
24,18,5,-4,-5,2,-4,631
24,18,6,-4,-5,2,-4,335
24,18,7,-4,-5,2,-4,318
24,18,8,-4,-5,2,-5,327
24,18,9,-4,-5,2,-6,376
24,18,10,-4,-5,2,-5,456
24,19,1,-4,13,1,-4,1015
24,19,2,-4,13,2,12,350
24,19,3,-4,13,2,13,399
24,19,4,-4,13,2,14,312
24,19,5,-4,13,2,13,303
24,19,6,-4,13,2,13,302
24,19,7,-4,13,2,12,312
24,19,8,-4,13,2,11,311
24,19,9,-4,13,2,11,327
24,19,10,-4,13,2,14,311
24,20,1,5,-15,2,-16,448
24,20,2,5,-15,1,6,367
24,20,3,5,-15,1,6,337
24,20,4,5,-15,1,4,382
24,20,5,5,-15,1,4,320
24,20,6,5,-15,1,4,313
24,20,7,5,-15,1,6,325
24,20,8,5,-15,1,6,344
24,20,9,5,-15,1,5,311
24,20,10,5,-15,1,4,416
25,1,1,0,-5,2,-4,1584
25,1,2,0,-5,1,-1,601
25,1,3,0,-5,2,-6,352
25,1,4,0,-5,1,-2,318
25,1,5,0,-5,2,-4,434
25,1,6,0,-5,1,-1,377
25,1,7,0,-5,1,0,312
25,1,8,0,-5,1,1,347
25,1,9,0,-5,1,1,338
25,1,10,0,-5,1,1,282
25,2,1,8,-3,2,-4,719
25,2,2,8,-3,1,8,335
25,2,3,8,-3,1,7,337
25,2,4,8,-3,1,7,321
25,2,5,8,-3,1,8,318
25,2,6,8,-3,1,7,316
25,2,7,8,-3,1,8,327
25,2,8,8,-3,1,7,296
25,2,9,8,-3,1,8,287
25,2,10,8,-3,1,9,344
25,3,1,-1,6,1,-1,451
25,3,2,-1,6,2,6,341
25,3,3,-1,6,2,7,264
25,3,4,-1,6,2,7,253
25,3,5,-1,6,2,5,239
25,3,6,-1,6,2,8,250
25,3,7,-1,6,2,5,270
25,3,8,-1,6,2,5,267
25,3,9,-1,6,2,6,282
25,3,10,-1,6,2,8,298
25,4,1,-3,3,2,3,493
25,4,2,-3,3,2,5,241
25,4,3,-3,3,2,3,315
25,4,4,-3,3,2,2,1042
25,4,5,-3,3,2,2,345
25,4,6,-3,3,2,5,310
25,4,7,-3,3,2,4,314
25,4,8,-3,3,2,4,310
25,4,9,-3,3,2,2,294
25,4,10,-3,3,2,5,292
25,5,1,7,16,1,8,513
25,5,2,7,16,1,7,263
25,5,3,7,16,1,6,274
25,5,4,7,16,1,5,264
25,5,5,7,16,1,7,292
25,5,6,7,16,1,8,326
25,5,7,7,16,1,9,281
25,5,8,7,16,1,9,280
25,5,9,7,16,1,6,290
25,5,10,7,16,1,8,337
25,6,1,-11,-5,2,-6,495
25,6,2,-11,-5,1,-13,390
25,6,3,-11,-5,2,-5,346
25,6,4,-11,-5,1,-10,670
25,6,5,-11,-5,2,-5,304
25,6,6,-11,-5,2,-5,315
25,6,7,-11,-5,2,-4,298
25,6,8,-11,-5,2,-5,305
25,6,9,-11,-5,2,-5,288
25,6,10,-11,-5,2,-5,296
25,7,1,-5,-8,1,-4,411
25,7,2,-5,-8,2,-8,335
25,7,3,-5,-8,1,-5,304
25,7,4,-5,-8,1,-6,248
25,7,5,-5,-8,1,-4,258
25,7,6,-5,-8,1,-5,272
25,7,7,-5,-8,1,-4,261
25,7,8,-5,-8,1,-5,247
25,7,9,-5,-8,1,-5,316
25,7,10,-5,-8,1,-8,292
25,8,1,-4,-4,1,-5,529
25,8,2,-4,-4,2,-4,308
25,8,3,-4,-4,2,-3,325
25,8,4,-4,-4,2,-5,301
25,8,5,-4,-4,2,-4,277
25,8,6,-4,-4,2,-5,283
25,8,7,-4,-4,2,-5,267
25,8,8,-4,-4,2,-4,328
25,8,9,-4,-4,2,-5,276
25,8,10,-4,-4,2,-3,294
25,9,1,-2,4,2,5,3342
25,9,2,-2,4,2,2,599
25,9,3,-2,4,2,4,242
25,9,4,-2,4,2,3,222
25,9,5,-2,4,2,2,254
25,9,6,-2,4,2,3,257
25,9,7,-2,4,2,5,233
25,9,8,-2,4,2,5,233
25,9,9,-2,4,2,5,246
25,9,10,-2,4,2,5,259
25,10,1,-2,-6,1,0,459
25,10,2,-2,-6,2,-7,312
25,10,3,-2,-6,1,0,280
25,10,4,-2,-6,1,-3,264
25,10,5,-2,-6,1,-3,253
25,10,6,-2,-6,1,-3,260
25,10,7,-2,-6,1,-1,255
25,10,8,-2,-6,1,-1,247
25,10,9,-2,-6,1,-3,964
25,10,10,-2,-6,1,-4,305
25,11,1,4,-5,2,-4,446
25,11,2,4,-5,1,5,316
25,11,3,4,-5,1,5,274
25,11,4,4,-5,1,4,289
25,11,5,4,-5,1,4,261
25,11,6,4,-5,1,4,316
25,11,7,4,-5,1,4,270
25,11,8,4,-5,1,4,277
25,11,9,4,-5,1,4,265
25,11,10,4,-5,1,5,297
25,12,1,-4,3,1,-3,1750
25,12,2,-4,3,2,3,299
25,12,3,-4,3,2,3,290
25,12,4,-4,3,2,4,267
25,12,5,-4,3,2,4,287
25,12,6,-4,3,2,4,298
25,12,7,-4,3,2,4,289
25,12,8,-4,3,2,2,256
25,12,9,-4,3,2,3,298
25,12,10,-4,3,2,2,284
25,13,1,10,7,2,6,369
25,13,2,10,7,2,8,299
25,13,3,10,7,2,6,270
25,13,4,10,7,2,6,272
25,13,5,10,7,2,8,271
25,13,6,10,7,2,5,261
25,13,7,10,7,2,6,395
25,13,8,10,7,2,9,339
25,13,9,10,7,2,7,376
25,13,10,10,7,2,7,295
25,14,1,-7,-7,2,-7,650
25,14,2,-7,-7,1,-6,1039
25,14,3,-7,-7,2,-6,764
25,14,4,-7,-7,1,-5,326
25,14,5,-7,-7,1,-6,276
25,14,6,-7,-7,1,-4,256
25,14,7,-7,-7,1,-7,271
25,14,8,-7,-7,1,-8,248
25,14,9,-7,-7,1,-7,241
25,14,10,-7,-7,1,-7,330
25,15,1,12,-15,2,-15,493
25,15,2,12,-15,1,13,396
25,15,3,12,-15,1,11,294
25,15,4,12,-15,1,10,290
25,15,5,12,-15,1,12,356
25,15,6,12,-15,1,12,305
25,15,7,12,-15,1,11,362
25,15,8,12,-15,1,11,813
25,15,9,12,-15,1,12,353
25,15,10,12,-15,1,12,432
25,16,1,6,15,2,15,965
25,16,2,6,15,2,17,255
25,16,3,6,15,2,13,334
25,16,4,6,15,2,15,272
25,16,5,6,15,2,15,252
25,16,6,6,15,2,15,258
25,16,7,6,15,2,16,254
25,16,8,6,15,2,15,242
25,16,9,6,15,2,17,284
25,16,10,6,15,2,15,283
25,17,1,-6,2,2,2,413
25,17,2,-6,2,1,-8,331
25,17,3,-6,2,2,2,341
25,17,4,-6,2,2,2,241
25,17,5,-6,2,2,2,241
25,17,6,-6,2,2,1,248
25,17,7,-6,2,2,1,814
25,17,8,-6,2,2,2,272
25,17,9,-6,2,2,2,344
25,17,10,-6,2,2,3,287
25,18,1,-4,-11,2,-13,316
25,18,2,-4,-11,1,-5,322
25,18,3,-4,-11,1,-5,236
25,18,4,-4,-11,1,-3,246
25,18,5,-4,-11,1,-4,252
25,18,6,-4,-11,1,-4,227
25,18,7,-4,-11,1,-5,293
25,18,8,-4,-11,1,-5,311
25,18,9,-4,-11,1,-3,453
25,18,10,-4,-11,1,-4,342
25,19,1,3,6,2,6,1735
25,19,2,3,6,2,4,238
25,19,3,3,6,2,6,246
25,19,4,3,6,2,6,212
25,19,5,3,6,2,6,236
25,19,6,3,6,2,7,249
25,19,7,3,6,2,6,231
25,19,8,3,6,2,5,238
25,19,9,3,6,2,6,269
25,19,10,3,6,2,6,220
25,20,1,10,5,2,6,766
25,20,2,10,5,2,6,307
25,20,3,10,5,2,5,778
25,20,4,10,5,2,5,283
25,20,5,10,5,2,5,261
25,20,6,10,5,2,6,848
25,20,7,10,5,2,5,323
25,20,8,10,5,2,6,337
25,20,9,10,5,2,6,334
25,20,10,10,5,2,4,340
26,1,1,2,0,1,2,1631
26,1,2,2,0,1,2,486
26,1,3,2,0,2,-1,382
26,1,4,2,0,1,1,403
26,1,5,2,0,1,2,346
26,1,6,2,0,1,3,316
26,1,7,2,0,1,0,308
26,1,8,2,0,1,1,366
26,1,9,2,0,1,4,329
26,1,10,2,0,1,2,365
26,2,1,3,-2,1,3,591
26,2,2,3,-2,2,-2,411
26,2,3,3,-2,2,-2,377
26,2,4,3,-2,1,4,311
26,2,5,3,-2,1,2,304
26,2,6,3,-2,1,4,256
26,2,7,3,-2,1,3,516
26,2,8,3,-2,1,4,330
26,2,9,3,-2,1,4,308
26,2,10,3,-2,1,4,323
26,3,1,-7,7,2,9,773
26,3,2,-7,7,2,7,281
26,3,3,-7,7,2,7,277
26,3,4,-7,7,2,7,285
26,3,5,-7,7,1,-6,691
26,3,6,-7,7,2,5,221
26,3,7,-7,7,2,5,314
26,3,8,-7,7,2,5,290
26,3,9,-7,7,2,7,285
26,3,10,-7,7,2,9,309
26,4,1,4,11,2,12,689
26,4,2,4,11,1,5,776
26,4,3,4,11,2,12,459
26,4,4,4,11,2,10,518
26,4,5,4,11,1,4,462
26,4,6,4,11,2,11,344
26,4,7,4,11,2,10,356
26,4,8,4,11,2,13,316
26,4,9,4,11,2,11,296
26,4,10,4,11,2,12,342
26,5,1,-2,2,2,3,582
26,5,2,-2,2,1,-4,318
26,5,3,-2,2,2,4,742
26,5,4,-2,2,2,3,303
26,5,5,-2,2,2,2,279
26,5,6,-2,2,2,2,298
26,5,7,-2,2,2,2,283
26,5,8,-2,2,2,2,292
26,5,9,-2,2,2,-1,295
26,5,10,-2,2,2,2,609
26,6,1,-11,-8,2,-8,565
26,6,2,-11,-8,1,-12,341
26,6,3,-11,-8,2,-9,286
26,6,4,-11,-8,2,-10,403
26,6,5,-11,-8,1,-12,377
26,6,6,-11,-8,1,-10,345
26,6,7,-11,-8,2,-9,304
26,6,8,-11,-8,2,-8,348
26,6,9,-11,-8,2,-8,327
26,6,10,-11,-8,2,-9,318
26,7,1,-3,-2,2,-2,425
26,7,2,-3,-2,1,-3,332
26,7,3,-3,-2,2,-1,344
26,7,4,-3,-2,2,-2,288
26,7,5,-3,-2,1,-3,355
26,7,6,-3,-2,1,-2,331
26,7,7,-3,-2,2,-1,365
26,7,8,-3,-2,2,-1,343
26,7,9,-3,-2,2,-2,351
26,7,10,-3,-2,2,-3,284
26,8,1,-7,4,2,3,376
26,8,2,-7,4,1,-6,404
26,8,3,-7,4,2,5,302
26,8,4,-7,4,2,3,341
26,8,5,-7,4,2,3,326
26,8,6,-7,4,2,5,316
26,8,7,-7,4,2,6,303
26,8,8,-7,4,2,3,320
26,8,9,-7,4,2,4,308
26,8,10,-7,4,2,4,289
26,9,1,1,19,2,21,496
26,9,2,1,19,2,20,329
26,9,3,1,19,1,2,489
26,9,4,1,19,2,19,285
26,9,5,1,19,2,19,360
26,9,6,1,19,2,18,359
26,9,7,1,19,2,19,343
26,9,8,1,19,2,19,329
26,9,9,1,19,2,20,339
26,9,10,1,19,2,17,341
26,10,1,-11,-1,2,0,386
26,10,2,-11,-1,2,1,266
26,10,3,-11,-1,2,-2,319
26,10,4,-11,-1,1,-10,421
26,10,5,-11,-1,2,-1,286
26,10,6,-11,-1,2,0,313
26,10,7,-11,-1,2,0,312
26,10,8,-11,-1,2,0,276
26,10,9,-11,-1,2,0,289
26,10,10,-11,-1,2,-1,454
26,11,1,1,-14,2,-15,461
26,11,2,1,-14,1,0,315
26,11,3,1,-14,1,-1,302
26,11,4,1,-14,2,-14,587
26,11,5,1,-14,1,1,319
26,11,6,1,-14,1,1,340
26,11,7,1,-14,1,0,358
26,11,8,1,-14,1,0,351
26,11,9,1,-14,1,0,369
26,11,10,1,-14,1,1,640
26,12,1,-5,11,1,-5,536
26,12,2,-5,11,2,11,252
26,12,3,-5,11,2,11,268
26,12,4,-5,11,2,10,273
26,12,5,-5,11,2,9,345
26,12,6,-5,11,2,10,316
26,12,7,-5,11,2,11,379
26,12,8,-5,11,2,11,296
26,12,9,-5,11,2,12,309
26,12,10,-5,11,2,11,325
26,13,1,-7,-5,2,-6,359
26,13,2,-7,-5,1,-7,288
26,13,3,-7,-5,2,-4,312
26,13,4,-7,-5,2,-4,336
26,13,5,-7,-5,1,-7,312
26,13,6,-7,-5,1,-7,298
26,13,7,-7,-5,2,-4,274
26,13,8,-7,-5,2,-7,307
26,13,9,-7,-5,2,-4,366
26,13,10,-7,-5,2,-3,289
26,14,1,-3,7,2,10,332
26,14,2,-3,7,2,7,906
26,14,3,-3,7,2,7,304
26,14,4,-3,7,2,7,360
26,14,5,-3,7,2,8,275
26,14,6,-3,7,2,6,295
26,14,7,-3,7,2,7,318
26,14,8,-3,7,2,9,319
26,14,9,-3,7,2,6,486
26,14,10,-3,7,2,5,281
26,15,1,0,-20,2,-18,299
26,15,2,0,-20,1,1,289
26,15,3,0,-20,1,0,286
26,15,4,0,-20,1,0,348
26,15,5,0,-20,1,-1,343
26,15,6,0,-20,1,1,324
26,15,7,0,-20,1,1,333
26,15,8,0,-20,1,0,341
26,15,9,0,-20,1,1,323
26,15,10,0,-20,1,1,323
26,16,1,5,9,1,4,1058
26,16,2,5,9,2,11,357
26,16,3,5,9,2,8,282
26,16,4,5,9,2,8,277
26,16,5,5,9,2,10,344
26,16,6,5,9,2,11,301
26,16,7,5,9,2,10,368
26,16,8,5,9,2,9,296
26,16,9,5,9,2,10,416
26,16,10,5,9,2,9,331
26,17,1,-17,8,2,5,361
26,17,2,-17,8,1,-17,499
26,17,3,-17,8,2,7,348
26,17,4,-17,8,2,8,336
26,17,5,-17,8,2,7,308
26,17,6,-17,8,2,7,347
26,17,7,-17,8,2,7,346
26,17,8,-17,8,2,10,338
26,17,9,-17,8,2,8,342
26,17,10,-17,8,2,6,329
26,18,1,9,2,2,3,307
26,18,2,9,2,1,8,367
26,18,3,9,2,1,8,846
26,18,4,9,2,1,10,279
26,18,5,9,2,1,8,347
26,18,6,9,2,1,9,330
26,18,7,9,2,1,10,340
26,18,8,9,2,1,9,329
26,18,9,9,2,1,10,327
26,18,10,9,2,1,10,343
26,19,1,1,-7,2,-6,560
26,19,2,1,-7,1,0,292
26,19,3,1,-7,1,1,315
26,19,4,1,-7,1,3,276
26,19,5,1,-7,1,0,299
26,19,6,1,-7,1,3,344
26,19,7,1,-7,1,1,300
26,19,8,1,-7,1,1,324
26,19,9,1,-7,1,0,333
26,19,10,1,-7,1,0,486
26,20,1,4,-5,1,5,508
26,20,2,4,-5,2,-3,346
26,20,3,4,-5,1,4,309
26,20,4,4,-5,1,4,344
26,20,5,4,-5,1,5,327
26,20,6,4,-5,1,3,320
26,20,7,4,-5,1,2,302
26,20,8,4,-5,1,6,317
26,20,9,4,-5,1,3,348
26,20,10,4,-5,1,5,341
27,1,1,8,8,1,9,6579
27,1,2,8,8,2,8,369
27,1,3,8,8,1,8,298
27,1,4,8,8,2,10,318
27,1,5,8,8,1,9,342
27,1,6,8,8,2,7,323
27,1,7,8,8,1,7,327
27,1,8,8,8,2,6,470
27,1,9,8,8,1,9,377
27,1,10,8,8,2,7,320
27,2,1,0,-1,1,1,706
27,2,2,0,-1,2,-1,316
27,2,3,0,-1,1,-1,390
27,2,4,0,-1,2,-1,341
27,2,5,0,-1,1,0,346
27,2,6,0,-1,2,-2,262
27,2,7,0,-1,1,-1,404
27,2,8,0,-1,2,-2,410
27,2,9,0,-1,1,0,355
27,2,10,0,-1,1,0,321
27,3,1,-3,8,1,-1,414
27,3,2,-3,8,2,8,308
27,3,3,-3,8,1,-3,347
27,3,4,-3,8,2,8,302
27,3,5,-3,8,2,8,314
27,3,6,-3,8,2,8,283
27,3,7,-3,8,2,7,308
27,3,8,-3,8,2,6,322
27,3,9,-3,8,2,7,682
27,3,10,-3,8,2,7,296
27,4,1,-2,5,1,-2,904
27,4,2,-2,5,2,4,265
27,4,3,-2,5,1,-1,431
27,4,4,-2,5,2,5,280
27,4,5,-2,5,2,8,428
27,4,6,-2,5,2,3,240
27,4,7,-2,5,2,5,256
27,4,8,-2,5,2,5,239
27,4,9,-2,5,2,6,222
27,4,10,-2,5,2,6,355
27,5,1,11,-3,1,12,526
27,5,2,11,-3,2,-1,497
27,5,3,11,-3,1,10,273
27,5,4,11,-3,2,-2,269
27,5,5,11,-3,1,11,332
27,5,6,11,-3,1,13,255
27,5,7,11,-3,1,10,249
27,5,8,11,-3,1,12,259
27,5,9,11,-3,1,11,277
27,5,10,11,-3,1,12,273
27,6,1,18,10,1,19,546
27,6,2,18,10,2,10,316
27,6,3,18,10,1,17,295
27,6,4,18,10,2,10,293
27,6,5,18,10,1,20,308
27,6,6,18,10,1,18,241
27,6,7,18,10,1,18,226
27,6,8,18,10,1,18,259
27,6,9,18,10,1,19,289
27,6,10,18,10,1,19,276
27,7,1,3,2,1,2,318
27,7,2,3,2,2,3,269
27,7,3,3,2,1,4,271
27,7,4,3,2,2,3,368
27,7,5,3,2,1,2,297
27,7,6,3,2,2,2,256
27,7,7,3,2,1,3,287
27,7,8,3,2,1,4,236
27,7,9,3,2,1,4,294
27,7,10,3,2,1,1,244
27,8,1,-9,1,1,-8,376
27,8,2,-9,1,2,1,244
27,8,3,-9,1,1,-9,405
27,8,4,-9,1,2,2,291
27,8,5,-9,1,2,0,322
27,8,6,-9,1,2,1,226
27,8,7,-9,1,2,1,244
27,8,8,-9,1,2,1,264
27,8,9,-9,1,2,2,240
27,8,10,-9,1,2,0,239
27,9,1,21,9,1,20,378
