subject,block,trial,mu1,mu2,choice,reward,RT
12,3,1,1,-10,1,-1,1224
12,3,2,1,-10,2,-11,364
12,3,3,1,-10,1,2,400
12,3,4,1,-10,1,2,416
12,3,5,1,-10,1,1,340
12,3,6,1,-10,1,4,336
12,3,7,1,-10,1,1,341
12,3,8,1,-10,1,0,340
12,3,9,1,-10,1,1,300
12,3,10,1,-10,1,0,357
12,4,1,3,4,1,2,749
12,4,2,3,4,2,4,276
12,4,3,3,4,2,3,352
12,4,4,3,4,2,2,384
12,4,5,3,4,1,3,402
12,4,6,3,4,1,4,301
12,4,7,3,4,1,2,336
12,4,8,3,4,2,3,469
12,4,9,3,4,2,4,457
12,4,10,3,4,2,4,524
12,5,1,2,4,1,1,957
12,5,2,2,4,2,2,312
12,5,3,2,4,2,4,316
12,5,4,2,4,1,2,356
12,5,5,2,4,2,6,328
12,5,6,2,4,2,5,324
12,5,7,2,4,2,5,308
12,5,8,2,4,2,2,328
12,5,9,2,4,2,4,368
12,5,10,2,4,2,3,352
12,6,1,8,0,1,9,741
12,6,2,8,0,2,0,312
12,6,3,8,0,1,9,404
12,6,4,8,0,1,9,341
12,6,5,8,0,1,9,312
12,6,6,8,0,1,9,337
12,6,7,8,0,1,8,296
12,6,8,8,0,1,7,348
12,6,9,8,0,1,7,348
12,6,10,8,0,1,8,312
12,7,1,5,-7,1,5,640
12,7,2,5,-7,2,-7,352
12,7,3,5,-7,1,5,348
12,7,4,5,-7,1,5,324
12,7,5,5,-7,1,6,344
12,7,6,5,-7,1,5,312
12,7,7,5,-7,1,4,308
12,7,8,5,-7,1,6,284
12,7,9,5,-7,1,7,332
12,7,10,5,-7,1,6,256
12,8,1,0,-1,1,1,513
12,8,2,0,-1,2,0,308
12,8,3,0,-1,1,2,370
12,8,4,0,-1,2,-1,296
12,8,5,0,-1,1,1,381
12,8,6,0,-1,1,2,408
12,8,7,0,-1,1,1,304
12,8,8,0,-1,1,-2,304
12,8,9,0,-1,1,0,393
12,8,10,0,-1,1,-2,320
12,9,1,-2,-10,2,-11,777
12,9,2,-2,-10,1,-2,412
12,9,3,-2,-10,1,-3,449
12,9,4,-2,-10,1,-4,664
12,9,5,-2,-10,1,-2,348
12,9,6,-2,-10,1,-2,388
12,9,7,-2,-10,1,-2,328
12,9,8,-2,-10,1,-3,380
12,9,9,-2,-10,1,-2,325
12,9,10,-2,-10,1,-1,452
12,10,1,1,-7,1,-1,568
12,10,2,1,-7,2,-7,408
12,10,3,1,-7,1,1,338
12,10,4,1,-7,1,1,300
12,10,5,1,-7,1,1,348
12,10,6,1,-7,1,1,376
12,10,7,1,-7,1,1,341
12,10,8,1,-7,1,0,309
12,10,9,1,-7,1,1,308
12,10,10,1,-7,1,1,312
12,11,1,3,3,1,1,524
12,11,2,3,3,2,5,357
12,11,3,3,3,2,3,300
12,11,4,3,3,2,3,296
12,11,5,3,3,2,3,264
12,11,6,3,3,2,3,244
12,11,7,3,3,2,2,260
12,11,8,3,3,2,4,220
12,11,9,3,3,2,5,220
12,11,10,3,3,2,5,204
12,12,1,-5,7,1,-5,648
12,12,2,-5,7,2,8,377
12,12,3,-5,7,2,7,325
12,12,4,-5,7,2,7,236
12,12,5,-5,7,2,7,228
12,12,6,-5,7,2,7,248
12,12,7,-5,7,2,7,224
12,12,8,-5,7,2,6,240
12,12,9,-5,7,2,7,268
12,12,10,-5,7,2,7,280
12,13,1,2,-3,2,-3,753
12,13,2,2,-3,1,2,285
12,13,3,2,-3,1,0,336
12,13,4,2,-3,1,1,264
12,13,5,2,-3,1,3,261
12,13,6,2,-3,1,2,296
12,13,7,2,-3,1,0,261
12,13,8,2,-3,1,1,276
12,13,9,2,-3,1,3,301
12,13,10,2,-3,1,3,244
12,14,1,4,-4,1,6,400
12,14,2,4,-4,2,-3,288
12,14,3,4,-4,1,3,300
12,14,4,4,-4,1,5,240
12,14,5,4,-4,1,4,240
12,14,6,4,-4,1,3,236
12,14,7,4,-4,1,6,268
12,14,8,4,-4,1,3,253
12,14,9,4,-4,1,4,228
12,14,10,4,-4,1,4,224
12,15,1,-5,14,1,-4,420
12,15,2,-5,14,2,16,300
12,15,3,-5,14,2,15,296
12,15,4,-5,14,2,13,208
12,15,5,-5,14,2,15,244
12,15,6,-5,14,2,15,248
12,15,7,-5,14,2,15,220
12,15,8,-5,14,2,15,220
12,15,9,-5,14,2,15,248
12,15,10,-5,14,2,16,252
12,16,1,-4,6,2,7,645
12,16,2,-4,6,1,-4,293
12,16,3,-4,6,2,7,324
12,16,4,-4,6,2,6,253
12,16,5,-4,6,2,7,216
12,16,6,-4,6,2,5,232
12,16,7,-4,6,2,5,232
12,16,8,-4,6,2,5,232
12,16,9,-4,6,2,5,244
12,16,10,-4,6,2,6,244
12,17,1,-11,17,2,18,1092
12,17,2,-11,17,1,-11,292
12,17,3,-11,17,2,15,296
12,17,4,-11,17,2,19,225
12,17,5,-11,17,2,17,256
12,17,6,-11,17,2,16,233
12,17,7,-11,17,2,17,268
12,17,8,-11,17,2,16,224
12,17,9,-11,17,2,17,252
12,17,10,-11,17,2,15,228
12,18,1,1,4,2,4,678
12,18,2,1,4,1,1,292
12,18,3,1,4,2,3,332
12,18,4,1,4,2,4,425
12,18,5,1,4,2,3,432
12,18,6,1,4,1,1,436
12,18,7,1,4,2,5,309
12,18,8,1,4,2,4,236
12,18,9,1,4,2,4,220
12,18,10,1,4,2,5,228
12,19,1,1,-10,2,-10,700
12,19,2,1,-10,1,2,332
12,19,3,1,-10,1,1,276
12,19,4,1,-10,1,1,216
12,19,5,1,-10,1,1,232
12,19,6,1,-10,1,1,248
12,19,7,1,-10,1,0,228
12,19,8,1,-10,1,2,216
12,19,9,1,-10,1,1,248
12,19,10,1,-10,1,1,256
12,20,1,9,-6,1,9,456
12,20,2,9,-6,2,-5,268
12,20,3,9,-6,1,10,296
12,20,4,9,-6,1,10,208
12,20,5,9,-6,1,10,208
12,20,6,9,-6,1,7,240
12,20,7,9,-6,1,8,224
12,20,8,9,-6,1,10,200
12,20,9,9,-6,1,10,388
12,20,10,9,-6,1,11,297
13,1,1,8,-2,2,0,1018
13,1,2,8,-2,1,7,1077
13,1,3,8,-2,1,9,460
13,1,4,8,-2,1,8,492
13,1,5,8,-2,1,6,391
13,1,6,8,-2,1,8,351
13,1,7,8,-2,1,8,387
13,1,8,8,-2,1,7,345
13,1,9,8,-2,1,8,434
13,1,10,8,-2,1,7,366
13,2,1,-7,7,2,5,1109
13,2,2,-7,7,1,-7,412
13,2,3,-7,7,2,8,294
13,2,4,-7,7,2,7,254
13,2,5,-7,7,2,8,281
13,2,6,-7,7,2,8,317
13,2,7,-7,7,2,7,309
13,2,8,-7,7,2,7,277
13,2,9,-7,7,2,7,350
13,2,10,-7,7,2,7,285
13,3,1,5,-3,2,-3,766
13,3,2,5,-3,1,5,344
13,3,3,5,-3,1,7,287
13,3,4,5,-3,1,5,374
13,3,5,5,-3,1,4,397
13,3,6,5,-3,1,6,367
13,3,7,5,-3,1,4,375
13,3,8,5,-3,1,5,342
13,3,9,5,-3,1,5,381
13,3,10,5,-3,1,4,399
13,4,1,0,3,2,3,806
13,4,2,0,3,1,1,406
13,4,3,0,3,2,4,273
13,4,4,0,3,1,0,407
13,4,5,0,3,2,2,285
13,4,6,0,3,2,2,259
13,4,7,0,3,2,3,135
13,4,8,0,3,2,2,497
13,4,9,0,3,1,-2,977
13,4,10,0,3,2,4,285
13,5,1,5,-8,2,-9,743
13,5,2,5,-8,1,6,349
13,5,3,5,-8,1,7,575
13,5,4,5,-8,1,4,337
13,5,5,5,-8,1,4,368
13,5,6,5,-8,1,4,359
13,5,7,5,-8,1,4,366
13,5,8,5,-8,1,6,356
13,5,9,5,-8,1,4,413
13,5,10,5,-8,1,6,361
13,6,1,9,7,1,8,697
13,6,2,9,7,2,6,291
13,6,3,9,7,1,10,347
13,6,4,9,7,2,7,461
13,6,5,9,7,1,9,342
13,6,6,9,7,1,10,286
13,6,7,9,7,1,10,339
13,6,8,9,7,1,9,383
13,6,9,9,7,1,7,333
13,6,10,9,7,1,11,390
13,7,1,-10,5,1,-9,532
13,7,2,-10,5,2,5,513
13,7,3,-10,5,2,5,347
13,7,4,-10,5,2,4,289
13,7,5,-10,5,2,6,350
13,7,6,-10,5,1,-10,317
13,7,7,-10,5,2,5,269
13,7,8,-10,5,2,6,367
13,7,9,-10,5,2,3,357
13,7,10,-10,5,2,5,350
13,8,1,29,-9,2,-10,496
13,8,2,29,-9,1,30,317
13,8,3,29,-9,1,28,349
13,8,4,29,-9,1,28,301
13,8,5,29,-9,1,28,332
13,8,6,29,-9,1,30,302
13,8,7,29,-9,1,29,235
13,8,8,29,-9,1,29,319
13,8,9,29,-9,1,30,312
13,8,10,29,-9,1,30,342
13,9,1,8,0,1,9,638
13,9,2,8,0,2,1,596
13,9,3,8,0,1,8,466
13,9,4,8,0,1,7,523
13,9,5,8,0,1,10,333
13,9,6,8,0,1,6,317
13,9,7,8,0,1,8,307
13,9,8,8,0,1,8,333
13,9,9,8,0,1,9,332
13,9,10,8,0,1,10,359
13,10,1,-4,-7,1,-4,691
13,10,2,-4,-7,2,-6,299
13,10,3,-4,-7,1,-4,303
13,10,4,-4,-7,2,-10,341
13,10,5,-4,-7,1,-4,318
13,10,6,-4,-7,1,-4,276
13,10,7,-4,-7,1,-6,375
13,10,8,-4,-7,1,-4,341
13,10,9,-4,-7,1,-4,409
13,10,10,-4,-7,1,-3,326
13,11,1,1,1,1,1,469
13,11,2,1,1,2,1,375
13,11,3,1,1,1,1,350
13,11,4,1,1,2,3,847
13,11,5,1,1,2,0,365
13,11,6,1,1,1,3,398
13,11,7,1,1,1,2,357
13,11,8,1,1,1,0,320
13,11,9,1,1,2,2,373
13,11,10,1,1,2,2,349
13,12,1,13,-2,1,12,615
13,12,2,13,-2,2,-2,366
13,12,3,13,-2,1,12,302
13,12,4,13,-2,2,-4,326
13,12,5,13,-2,1,12,292
13,12,6,13,-2,1,14,387
13,12,7,13,-2,1,14,323
13,12,8,13,-2,1,14,302
13,12,9,13,-2,1,13,337
13,12,10,13,-2,1,13,334
13,13,1,-1,-9,1,-2,598
13,13,2,-1,-9,2,-8,292
13,13,3,-1,-9,1,0,457
13,13,4,-1,-9,2,-10,635
13,13,5,-1,-9,1,1,279
13,13,6,-1,-9,1,-1,268
13,13,7,-1,-9,1,0,310
13,13,8,-1,-9,1,-1,305
13,13,9,-1,-9,1,0,300
13,13,10,-1,-9,1,-2,342
13,14,1,21,7,2,7,3421
13,14,2,21,7,1,22,414
13,14,3,21,7,1,22,278
13,14,4,21,7,1,22,282
13,14,5,21,7,1,20,487
13,14,6,21,7,1,21,301
13,14,7,21,7,1,22,690
13,14,8,21,7,1,19,341
13,14,9,21,7,1,21,339
13,14,10,21,7,1,21,284
13,15,1,-7,0,1,-6,419
13,15,2,-7,0,2,-1,307
13,15,3,-7,0,1,-6,334
13,15,4,-7,0,2,-2,295
13,15,5,-7,0,2,1,276
13,15,6,-7,0,2,0,338
13,15,7,-7,0,2,0,285
13,15,8,-7,0,2,0,332
13,15,9,-7,0,2,-1,311
13,15,10,-7,0,2,-1,318
13,16,1,-11,-3,2,-2,438
13,16,2,-11,-3,1,-12,310
13,16,3,-11,-3,2,-2,395
13,16,4,-11,-3,2,-5,317
13,16,5,-11,-3,2,-3,387
13,16,6,-11,-3,2,-4,281
13,16,7,-11,-3,2,-3,308
13,16,8,-11,-3,2,-1,270
13,16,9,-11,-3,2,-3,340
13,16,10,-11,-3,2,-2,310
13,17,1,7,1,2,1,471
13,17,2,7,1,1,8,295
13,17,3,7,1,1,6,277
13,17,4,7,1,1,8,381
13,17,5,7,1,1,8,335
13,17,6,7,1,1,8,332
13,17,7,7,1,1,7,332
13,17,8,7,1,1,7,284
13,17,9,7,1,1,7,335
13,17,10,7,1,1,8,332
13,18,1,-14,1,2,3,1621
13,18,2,-14,1,1,-15,476
13,18,3,-14,1,2,1,303
13,18,4,-14,1,2,1,295
13,18,5,-14,1,2,2,316
13,18,6,-14,1,2,0,300
13,18,7,-14,1,2,3,402
13,18,8,-14,1,2,0,372
13,18,9,-14,1,1,-14,353
13,18,10,-14,1,2,3,291
13,19,1,-3,-6,2,-6,470
13,19,2,-3,-6,1,-1,337
13,19,3,-3,-6,1,-1,645
13,19,4,-3,-6,2,-6,334
13,19,5,-3,-6,1,-4,339
13,19,6,-3,-6,1,-5,365
13,19,7,-3,-6,1,-3,348
13,19,8,-3,-6,1,-1,324
13,19,9,-3,-6,1,-1,380
13,19,10,-3,-6,1,-2,353
13,20,1,-5,-4,1,-6,437
13,20,2,-5,-4,2,-5,288
13,20,3,-5,-4,1,-5,445
13,20,4,-5,-4,2,-4,352
13,20,5,-5,-4,1,-4,429
13,20,6,-5,-4,2,-3,375
13,20,7,-5,-4,2,-3,350
13,20,8,-5,-4,2,-4,382
13,20,9,-5,-4,2,-3,365
13,20,10,-5,-4,2,-2,359
14,1,1,1,-22,1,3,1182
14,1,2,1,-22,1,3,601
14,1,3,1,-22,2,-23,432
14,1,4,1,-22,1,1,423
14,1,5,1,-22,1,2,307
14,1,6,1,-22,1,2,311
14,1,7,1,-22,1,0,314
14,1,8,1,-22,1,1,472
14,1,9,1,-22,1,1,319
14,1,10,1,-22,1,1,292
14,2,1,-2,7,1,-3,590
14,2,2,-2,7,2,6,424
14,2,3,-2,7,2,5,319
14,2,4,-2,7,2,7,334
14,2,5,-2,7,2,8,391
14,2,6,-2,7,2,6,387
14,2,7,-2,7,2,7,367
14,2,8,-2,7,2,6,348
14,2,9,-2,7,2,8,361
14,2,10,-2,7,2,7,402
14,3,1,0,11,2,13,782
14,3,2,0,11,2,11,279
14,3,3,0,11,2,10,312
14,3,4,0,11,2,12,312
14,3,5,0,11,2,10,341
14,3,6,0,11,2,11,330
14,3,7,0,11,2,11,319
14,3,8,0,11,2,9,319
14,3,9,0,11,2,11,352
14,3,10,0,11,2,12,350
14,4,1,8,3,2,3,656
14,4,2,8,3,1,8,440
14,4,3,8,3,1,7,321
14,4,4,8,3,1,7,383
14,4,5,8,3,1,9,355
14,4,6,8,3,1,9,356
14,4,7,8,3,1,8,330
14,4,8,8,3,1,9,424
14,4,9,8,3,1,9,383
14,4,10,8,3,1,8,361
14,5,1,-13,9,2,8,778
14,5,2,-13,9,2,9,388
14,5,3,-13,9,2,10,455
14,5,4,-13,9,2,9,402
14,5,5,-13,9,2,11,368
14,5,6,-13,9,2,9,358
14,5,7,-13,9,2,10,347
14,5,8,-13,9,2,8,360
14,5,9,-13,9,2,8,366
14,5,10,-13,9,2,9,343
14,6,1,-17,7,2,8,372
14,6,2,-17,7,1,-17,356
14,6,3,-17,7,2,6,372
14,6,4,-17,7,2,7,261
14,6,5,-17,7,2,5,322
14,6,6,-17,7,2,6,284
14,6,7,-17,7,2,5,357
14,6,8,-17,7,2,7,313
14,6,9,-17,7,2,7,329
14,6,10,-17,7,2,7,349
14,7,1,-6,-8,1,-6,956
14,7,2,-6,-8,2,-9,347
14,7,3,-6,-8,1,-6,489
14,7,4,-6,-8,1,-7,381
14,7,5,-6,-8,2,-8,320
14,7,6,-6,-8,1,-5,364
14,7,7,-6,-8,2,-10,329
14,7,8,-6,-8,1,-6,362
14,7,9,-6,-8,1,-6,312
14,7,10,-6,-8,1,-6,348
14,8,1,3,3,2,3,442
14,8,2,3,3,1,3,335
14,8,3,3,3,2,3,388
14,8,4,3,3,1,4,363
14,8,5,3,3,2,3,342
14,8,6,3,3,1,4,357
14,8,7,3,3,1,4,349
14,8,8,3,3,1,3,379
14,8,9,3,3,1,2,431
14,8,10,3,3,1,3,418
14,9,1,-3,-7,2,-6,543
14,9,2,-3,-7,1,-3,383
14,9,3,-3,-7,1,-3,367
14,9,4,-3,-7,2,-8,460
14,9,5,-3,-7,1,-2,435
14,9,6,-3,-7,2,-7,403
14,9,7,-3,-7,1,-2,455
14,9,8,-3,-7,1,-3,483
14,9,9,-3,-7,1,-2,360
14,9,10,-3,-7,1,-1,345
14,10,1,1,7,1,1,558
14,10,2,1,7,2,7,363
14,10,3,1,7,1,1,402
14,10,4,1,7,2,8,373
14,10,5,1,7,2,7,367
14,10,6,1,7,2,7,377
14,10,7,1,7,2,8,405
14,10,8,1,7,2,7,389
14,10,9,1,7,2,7,398
14,10,10,1,7,2,10,378
14,11,1,-5,1,2,1,688
14,11,2,-5,1,1,-5,511
14,11,3,-5,1,1,-5,398
14,11,4,-5,1,2,0,371
14,11,5,-5,1,2,0,411
14,11,6,-5,1,2,1,297
14,11,7,-5,1,2,3,335
14,11,8,-5,1,2,1,307
14,11,9,-5,1,2,2,301
14,11,10,-5,1,2,0,316
14,12,1,2,15,2,16,361
14,12,2,2,15,2,17,297
14,12,3,2,15,2,13,343
14,12,4,2,15,2,15,346
14,12,5,2,15,2,16,373
14,12,6,2,15,2,15,361
14,12,7,2,15,2,16,369
14,12,8,2,15,2,13,421
14,12,9,2,15,2,15,380
14,12,10,2,15,2,15,427
14,13,1,-2,8,2,9,398
14,13,2,-2,8,2,7,357
14,13,3,-2,8,2,8,403
14,13,4,-2,8,2,8,394
14,13,5,-2,8,2,7,289
14,13,6,-2,8,2,7,327
14,13,7,-2,8,2,7,367
14,13,8,-2,8,2,8,408
14,13,9,-2,8,2,8,387
14,13,10,-2,8,2,8,399
14,14,1,6,7,2,6,700
14,14,2,6,7,2,7,379
14,14,3,6,7,2,5,378
14,14,4,6,7,2,7,358
14,14,5,6,7,2,8,365
14,14,6,6,7,2,6,364
14,14,7,6,7,2,6,379
14,14,8,6,7,2,8,355
14,14,9,6,7,2,7,359
14,14,10,6,7,2,7,367
14,15,1,-1,1,2,-1,394
14,15,2,-1,1,1,-1,450
14,15,3,-1,1,2,0,382
14,15,4,-1,1,2,1,386
14,15,5,-1,1,2,1,343
14,15,6,-1,1,2,2,354
14,15,7,-1,1,2,4,326
14,15,8,-1,1,2,2,297
14,15,9,-1,1,2,0,298
14,15,10,-1,1,2,1,292
14,16,1,0,-4,2,-3,402
14,16,2,0,-4,1,0,411
14,16,3,0,-4,1,0,345
14,16,4,0,-4,1,-2,327
14,16,5,0,-4,1,0,787
14,16,6,0,-4,1,2,408
14,16,7,0,-4,1,2,475
14,16,8,0,-4,1,0,349
14,16,9,0,-4,1,1,353
14,16,10,0,-4,1,1,367
14,17,1,-6,-7,2,-6,427
14,17,2,-6,-7,1,-7,388
14,17,3,-6,-7,2,-9,373
14,17,4,-6,-7,1,-6,392
14,17,5,-6,-7,2,-6,371
14,17,6,-6,-7,1,-5,380
14,17,7,-6,-7,2,-8,363
14,17,8,-6,-7,1,-5,397
14,17,9,-6,-7,2,-7,380
14,17,10,-6,-7,1,-6,403
14,18,1,4,6,2,5,379
14,18,2,4,6,2,5,368
14,18,3,4,6,2,6,344
14,18,4,4,6,2,6,386
14,18,5,4,6,2,5,382
14,18,6,4,6,2,5,364
14,18,7,4,6,2,5,367
14,18,8,4,6,2,5,345
14,18,9,4,6,2,7,357
14,18,10,4,6,2,7,394
14,19,1,-4,0,2,0,341
14,19,2,-4,0,2,0,458
14,19,3,-4,0,2,0,365
14,19,4,-4,0,2,1,348
14,19,5,-4,0,2,1,348
14,19,6,-4,0,2,0,332
14,19,7,-4,0,2,-1,331
14,19,8,-4,0,2,2,520
14,19,9,-4,0,2,-1,389
14,19,10,-4,0,2,0,478
14,20,1,3,7,2,8,733
14,20,2,3,7,2,8,304
14,20,3,3,7,2,6,489
14,20,4,3,7,2,8,326
14,20,5,3,7,1,2,564
14,20,6,3,7,2,7,355
14,20,7,3,7,2,8,369
14,20,8,3,7,1,3,496
14,20,9,3,7,2,7,366
14,20,10,3,7,2,5,413
15,1,1,20,4,1,20,1289
15,1,2,20,4,2,3,1174
15,1,3,20,4,1,20,1166
15,1,4,20,4,1,21,488
15,1,5,20,4,1,19,886
15,1,6,20,4,1,18,567
15,1,7,20,4,1,19,456
15,1,8,20,4,1,20,711
15,1,9,20,4,1,20,519
15,1,10,20,4,1,20,480
15,2,1,11,-9,1,12,1064
15,2,2,11,-9,2,-11,455
15,2,3,11,-9,1,12,375
15,2,4,11,-9,1,10,525
15,2,5,11,-9,1,11,407
15,2,6,11,-9,1,13,464
15,2,7,11,-9,1,10,408
15,2,8,11,-9,1,11,495
15,2,9,11,-9,1,12,471
15,2,10,11,-9,1,10,423
15,3,1,9,5,1,11,849
15,3,2,9,5,2,6,449
15,3,3,9,5,1,8,438
15,3,4,9,5,2,7,462
15,3,5,9,5,1,8,414
15,3,6,9,5,2,4,440
15,3,7,9,5,1,9,414
15,3,8,9,5,1,9,457
15,3,9,9,5,1,8,428
15,3,10,9,5,1,10,439
15,4,1,-4,4,1,-5,703
15,4,2,-4,4,2,5,480
15,4,3,-4,4,2,3,454
15,4,4,-4,4,2,4,406
15,4,5,-4,4,2,3,430
15,4,6,-4,4,2,3,496
15,4,7,-4,4,2,4,441
15,4,8,-4,4,2,5,432
15,4,9,-4,4,2,2,449
15,4,10,-4,4,2,6,431
15,5,1,-2,23,1,-2,983
15,5,2,-2,23,2,23,440
15,5,3,-2,23,2,22,560
15,5,4,-2,23,2,23,471
15,5,5,-2,23,2,23,448
15,5,6,-2,23,2,22,447
15,5,7,-2,23,2,23,385
15,5,8,-2,23,2,21,562
15,5,9,-2,23,2,23,479
15,5,10,-2,23,2,22,481
15,6,1,1,11,1,0,901
15,6,2,1,11,2,11,408
15,6,3,1,11,2,10,416
15,6,4,1,11,2,11,471
15,6,5,1,11,2,10,415
15,6,6,1,11,2,11,369
15,6,7,1,11,2,11,560
15,6,8,1,11,2,13,408
15,6,9,1,11,2,10,408
15,6,10,1,11,2,10,416
15,7,1,8,13,1,7,896
15,7,2,8,13,2,14,407
15,7,3,8,13,2,13,784
15,7,4,8,13,2,13,425
15,7,5,8,13,2,12,424
15,7,6,8,13,2,12,431
15,7,7,8,13,2,14,429
15,7,8,8,13,2,13,415
15,7,9,8,13,2,13,360
15,7,10,8,13,2,13,400
15,8,1,-3,-9,1,-2,1070
15,8,2,-3,-9,2,-11,349
15,8,3,-3,-9,1,-4,384
15,8,4,-3,-9,2,-9,400
15,8,5,-3,-9,1,-2,375
15,8,6,-3,-9,1,-3,398
15,8,7,-3,-9,1,-2,375
15,8,8,-3,-9,1,-4,376
15,8,9,-3,-9,1,-3,393
15,8,10,-3,-9,1,-3,360
15,9,1,-2,-5,1,-3,610
15,9,2,-2,-5,2,-5,368
15,9,3,-2,-5,1,-3,376
15,9,4,-2,-5,2,-5,392
15,9,5,-2,-5,1,-2,384
15,9,6,-2,-5,1,-2,319
15,9,7,-2,-5,1,-4,302
15,9,8,-2,-5,1,-1,336
15,9,9,-2,-5,1,-4,350
15,9,10,-2,-5,1,-1,341
15,10,1,1,-6,1,0,656
15,10,2,1,-6,2,-6,897
15,10,3,1,-6,1,1,382
15,10,4,1,-6,2,-8,406
15,10,5,1,-6,1,1,391
15,10,6,1,-6,1,1,335
15,10,7,1,-6,1,0,344
15,10,8,1,-6,1,2,400
15,10,9,1,-6,1,0,871
15,10,10,1,-6,1,1,439
15,11,1,-1,8,1,-1,960
15,11,2,-1,8,2,7,423
15,11,3,-1,8,2,9,367
15,11,4,-1,8,2,9,385
15,11,5,-1,8,2,9,368
15,11,6,-1,8,2,8,400
15,11,7,-1,8,2,8,374
15,11,8,-1,8,2,7,361
15,11,9,-1,8,2,8,365
15,11,10,-1,8,2,7,391
15,12,1,16,-2,1,16,1264
15,12,2,16,-2,2,-1,641
15,12,3,16,-2,1,17,361
15,12,4,16,-2,1,15,361
15,12,5,16,-2,1,16,392
15,12,6,16,-2,1,16,383
15,12,7,16,-2,1,16,326
15,12,8,16,-2,1,16,360
15,12,9,16,-2,1,16,366
15,12,10,16,-2,1,17,392
15,13,1,12,-8,1,12,640
15,13,2,12,-8,1,12,560
15,13,3,12,-8,1,11,416
15,13,4,12,-8,1,13,368
15,13,5,12,-8,1,11,368
15,13,6,12,-8,1,13,385
15,13,7,12,-8,1,13,417
15,13,8,12,-8,1,12,390
15,13,9,12,-8,1,14,359
15,13,10,12,-8,1,11,399
15,14,1,14,1,1,15,641
15,14,2,14,1,1,14,353
15,14,3,14,1,1,14,385
15,14,4,14,1,1,13,448
15,14,5,14,1,1,16,398
15,14,6,14,1,1,14,455
15,14,7,14,1,1,13,424
15,14,8,14,1,1,16,607
15,14,9,14,1,1,15,384
15,14,10,14,1,1,13,447
15,15,1,5,1,1,5,976
15,15,2,5,1,2,2,335
15,15,3,5,1,1,5,366
15,15,4,5,1,1,6,430
15,15,5,5,1,1,7,408
15,15,6,5,1,1,5,415
15,15,7,5,1,1,7,495
15,15,8,5,1,1,6,689
15,15,9,5,1,1,4,407
15,15,10,5,1,1,6,392
15,16,1,1,-2,1,1,591
15,16,2,1,-2,2,-2,383
15,16,3,1,-2,1,1,337
15,16,4,1,-2,1,0,320
15,16,5,1,-2,1,1,336
15,16,6,1,-2,1,-1,353
15,16,7,1,-2,1,2,399
15,16,8,1,-2,1,1,361
15,16,9,1,-2,1,2,344
15,16,10,1,-2,1,0,351
15,17,1,-2,14,1,-2,536
15,17,2,-2,14,2,13,368
15,17,3,-2,14,2,14,351
15,17,4,-2,14,2,14,350
15,17,5,-2,14,2,14,328
15,17,6,-2,14,2,14,352
15,17,7,-2,14,2,13,392
15,17,8,-2,14,2,13,368
15,17,9,-2,14,2,12,360
15,17,10,-2,14,2,12,351
15,18,1,2,5,1,2,727
15,18,2,2,5,2,5,344
15,18,3,2,5,2,6,392
15,18,4,2,5,2,4,385
15,18,5,2,5,2,7,448
15,18,6,2,5,2,6,416
15,18,7,2,5,2,4,384
15,18,8,2,5,2,5,448
15,18,9,2,5,1,0,352
15,18,10,2,5,2,7,384
15,19,1,-7,1,1,-5,617
15,19,2,-7,1,2,4,336
15,19,3,-7,1,2,1,320
15,19,4,-7,1,2,2,319
15,19,5,-7,1,2,0,336
15,19,6,-7,1,2,1,328
15,19,7,-7,1,2,0,359
15,19,8,-7,1,2,2,359
15,19,9,-7,1,2,0,337
15,19,10,-7,1,2,1,310
15,20,1,-4,-4,1,-3,744
15,20,2,-4,-4,2,-5,344
15,20,3,-4,-4,1,-2,431
15,20,4,-4,-4,2,-4,359
15,20,5,-4,-4,1,-5,320
15,20,6,-4,-4,1,-3,321
15,20,7,-4,-4,1,-3,295
15,20,8,-4,-4,1,-4,328
15,20,9,-4,-4,1,-4,335
15,20,10,-4,-4,1,-4,345
16,1,1,-3,-22,1,-3,909
16,1,2,-3,-22,2,-23,387
16,1,3,-3,-22,1,-3,347
16,1,4,-3,-22,1,-3,269
16,1,5,-3,-22,2,-21,296
16,1,6,-3,-22,1,-4,248
16,1,7,-3,-22,1,-3,267
16,1,8,-3,-22,1,-5,220
16,1,9,-3,-22,2,-23,271
16,1,10,-3,-22,1,-3,247
16,2,1,0,1,1,1,521
16,2,2,0,1,2,1,237
16,2,3,0,1,2,3,243
16,2,4,0,1,2,1,207
16,2,5,0,1,2,2,253
16,2,6,0,1,1,1,297
16,2,7,0,1,1,0,201
16,2,8,0,1,2,3,278
16,2,9,0,1,2,2,236
16,2,10,0,1,2,1,229
16,3,1,-8,0,1,-7,571
16,3,2,-8,0,2,2,328
16,3,3,-8,0,2,2,260
16,3,4,-8,0,2,-1,269
16,3,5,-8,0,2,-1,263
16,3,6,-8,0,1,-8,279
16,3,7,-8,0,2,2,217
16,3,8,-8,0,2,0,279
16,3,9,-8,0,2,0,292
16,3,10,-8,0,2,0,309
16,4,1,3,0,2,-2,613
16,4,2,3,0,1,3,331
16,4,3,3,0,1,4,296
16,4,4,3,0,1,3,343
16,4,5,3,0,1,3,308
16,4,6,3,0,1,3,317
16,4,7,3,0,1,3,328
16,4,8,3,0,1,2,309
16,4,9,3,0,1,2,373
